CallerType,CallerMethod,CueValue,CueName,VoiceMethodCalled,ILOffset
Process.ResultProcess,LogicUpdate,0,VO_000001,SoundManager.PlaySE,3164
Process.ResultProcess,LogicUpdate,144,VO_000145,SoundManager.PlaySE,3176
Process.ResultProcess,LogicUpdate,1,VO_000002,SoundManager.PlaySE,3176
Process.ResultProcess,SetPlayResultParam,5,VO_000006,PlayResultParam.SetIsTrialPlayBonus,121
Process.ResultProcess,SetPlayResultParam,5,VO_000006,PlayResultParam.SetIsTrialPlayBonus,121
Process.ResultProcess,SetPlayResultParam,1,VO_000002,PlayResultParam.SetIsTrialPlayBonus,121
Process.ResultProcess,SetPlayResultParam,1,VO_000002,PlayResultParam.SetIsMultiPlayBonus,148
Process.ResultProcess,SetPlayResultParam,1,VO_000002,PlayResultParam.SetIsMultiPlayBonus,148
Process.SimpleSettingProcess,OnUpdate,5,VO_000006,SimpleSettingMonitor.Play,472
Process.SimpleSettingProcess,UpdateFirstInformation,5,VO_000006,SimpleSettingMonitor.Play,171
Process.SimpleSettingProcess,InputMenu,2,VO_000003,SoundManager.PlaySE,191
Process.SimpleSettingProcess,InputMenu,240,VO_000241,SoundManager.PlaySE,191
Process.SimpleSettingProcess,InputMenu,240,VO_000241,SoundManager.PlaySE,746
Process.SimpleSettingProcess,InputMenu,0,VO_000001,SoundManager.PlaySE,821
Process.SimpleSettingProcess,InputMenu,240,VO_000241,SoundManager.PlaySE,821
Process.SimpleSettingProcess,GotoNextProcess,0,VO_000001,SoundManager.PlayBGM,822
Process.SimpleSettingProcess,GotoNextProcess,2,VO_000003,SoundManager.PlayBGM,822
Process.SimpleSettingProcess,InputPreparation,240,VO_000241,SoundManager.PlaySE,115
Process.SimpleSettingProcess,UpdatePhotograph,53,VO_000054,SoundManager.PlaySE,220
Process.SimpleSettingProcess,UpdatePhotograph,0,VO_000001,SoundManager.PlayBGM,228
Process.SimpleSettingProcess,UpdatePhotograph,2,VO_000003,SoundManager.PlayBGM,228
Process.SimpleSettingProcess,EnterPhotographingSequence,1,VO_000002,SoundManager.PlayVoice,57
Process.SimpleSettingProcess,EnterPhotographingSequence,3,VO_000004,SoundManager.PlayVoice,57
Process.SimpleSettingProcess,EnterPhotographingSequence,28,VO_000029,SoundManager.PlayVoice,57
Process.SimpleSettingProcess,EnterPhotographingSequence,26,VO_000027,SoundManager.PlayVoice,127
Process.SimpleSettingProcess,ChangeCountDownSound,1,VO_000002,SoundManager.PlayVoice,34
Process.SimpleSettingProcess,ChangeCountDownSound,31,VO_000032,SoundManager.PlayVoice,34
Process.SimpleSettingProcess,ChangeCountDownSound,7,VO_000008,SoundManager.PlayVoice,34
Process.SimpleSettingProcess,ChangeCountDownSound,30,VO_000031,SoundManager.PlayVoice,45
Process.SimpleSettingProcess,ChangeCountDownSound,31,VO_000032,SoundManager.PlayVoice,56
Process.TutorialProcess,OnStart,0,VO_000001,GamePlayManager.Initialize,155
Process.TutorialProcess,OnStart,1,VO_000002,MovieController.CreateMoviePlayer,373
Process.TutorialProcess,OnUpdate,2,VO_000003,NotesManager.StartPlay,242
Process.TutorialProcess,OnUpdate,0,VO_000001,GameMonitor.PlayStart,261
Process.TutorialProcess,OnUpdate,91,VO_000209,MovieController.Play,337
Process.TutorialProcess,OnUpdate,3,VO_000004,MovieController.Play,337
Process.TutorialProcess,OnUpdate,0,VO_000001,MovieController.Play,337
Process.TutorialProcess,OnUpdate,2,VO_000003,MovieController.Play,337
Process.TutorialProcess,OnUpdate,0,VO_000001,TutorialMonitor.IsDemoPlaying,370
Process.TutorialProcess,OnUpdate,1,VO_000002,TutorialMonitor.IsDemoPlaying,385
Process.TutorialProcess,OnUpdate,0,VO_000001,GameManager.set_AutoPlay,396
Process.TutorialProcess,OnUpdate,1,VO_000002,GameManager.set_AutoPlay,396
Process.TutorialProcess,OnUpdate,0,VO_000001,GameMonitor.IsPlayEnd,446
Process.TutorialProcess,OnUpdate,1,VO_000002,GameMonitor.IsPlayEnd,461
Process.TutorialProcess,SetRelease,0,VO_000001,GameMonitor.PlayStop,85
Process.TutorialProcess,OnRelease,0,VO_000001,GameManager.set_AutoPlay,95
Process.TutorialProcess,OnRelease,0,VO_000001,SoundManager.PlayBGM,108
Process.TutorialProcess,OnRelease,2,VO_000003,SoundManager.PlayBGM,108
Process.TutorialSelectProces,OnUpdate,1,VO_000002,SoundManager.PlayVoice,403
Process.TutorialSelectProces,OnUpdate,35,VO_000036,SoundManager.PlayVoice,403
Process.TutorialSelectProces,OnUpdate,240,VO_000241,SoundManager.PlaySE,416
Process.TutorialSelectProces,OnUpdate,1,VO_000002,GameManager.set_TutorialPlayed,437
Process.TutorialSelectProces,OnUpdate,2,VO_000003,SoundManager.PlayVoice,457
Process.TutorialSelectProces,OnUpdate,35,VO_000036,SoundManager.PlayVoice,457
Process.TutorialSelectProces,OnUpdate,240,VO_000241,SoundManager.PlaySE,470
Process.TutorialSelectProces,OnUpdate,2,VO_000003,GameManager.set_TutorialPlayed,491
Process.TutorialSelectProces,OnUpdate,0,VO_000001,GameManager.set_TutorialPlayed,522
Process.UnlockProcess,OnUpdate,1,VO_000002,UnlockMonitor.IsPlaying,237
Process.UnlockProcess,OnUpdate,0,VO_000001,UnlockMonitor.IsPlaying,237
Process.UnlockProcess,OnUpdate,1,VO_000002,UnlockMonitor.IsPlaying,252
Process.UnlockMusicProcess,OnStart,0,VO_000001,GamePlayManager.GetGameScoresAllMember,89
Process.UnlockMusicProcess,OnStart,0,VO_000001,GamePlayManager.GetGameScoresAllMember,89
Process.UnlockMusicProcess,OnStart,0,VO_000001,GamePlayManager.GetGameScoresAllMember,89
Process.PlaylogULProcess,NextUserIndex,1,VO_000002,PlaylogULProcess.TerminateProcess,21
Process.PlaylogULProcess,NextUserIndex,2,VO_000003,PlaylogULProcess.TerminateProcess,21
Process.Timeline.MultiImagePlayableAsset,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,100
Process.Timeline.TextCommentPlayableAsset,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,100
Process.TimelineSound.BgmPlayableAsset,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,76
Process.TimelineSound.JinglePlayableAsset,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,76
Process.TimelineSound.SeLoopPlayableAsset,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,90
Process.TimelineSound.SeLoopPlayableBehaviour,OnBehaviourPlay,0,VO_000001,SoundManager.PlayLoopSE,53
Process.TimelineSound.SePlayableAsset,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,90
Process.TimelineSound.VoicePlayableAsset,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,102
Process.UserDataNet.State.UserDataULState.StateULUserAime,<RequestUpsertUserAll>b__8_0,1,VO_000002,StateULUserAime.RequestMultiPlay,5
Process.TicketSelect.TicketSelectProcess,UpdateInput,1,VO_000002,Accounting.EndPlay,1521
Process.TicketSelect.TicketSelectProcess,UpdateInput,0,VO_000001,Accounting.EndPlay,1521
Process.TicketSelect.TicketSelectProcess,UpdateInput,0,VO_000001,Accounting.BeginPlay,1541
Process.TicketSelect.TicketSelectProcess,UpdateInput,1,VO_000002,Accounting.EndPlay,1601
Process.TicketSelect.TicketSelectProcess,UpdateInput,0,VO_000001,Accounting.BeginPlay,1621
Process.SubSequence.DifficultySelectSequence,OnStartSequence,7,VO_000008,SoundManager.PlayPartnerVoice,1165
Process.SubSequence.DifficultySelectSequence,Update,144,VO_000145,SoundManager.PlaySE,228
Process.SubSequence.DifficultySelectSequence,Update,240,VO_000241,SoundManager.PlaySE,884
Process.SubSequence.DifficultySelectSequence,AddDifficulty,1,VO_000002,SoundManager.PlaySE,84
Process.SubSequence.DifficultySelectSequence,SubDifficulty,1,VO_000002,SoundManager.PlaySE,58
Process.SubSequence.DifficultySelectSequence,CheckLongMusicCaution,0,VO_000001,LongMusicCautionController.PlayAnimation,175
Process.SubSequence.GenreSelectSequence,OnStartSequence,40,VO_000041,SoundManager.PlayPartnerVoice,145
Process.SubSequence.GenreSelectSequence,Update,240,VO_000241,SoundManager.PlaySE,507
Process.SubSequence.GenreSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,765
Process.SubSequence.GenreSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,993
Process.SubSequence.GenreSelectSequence,Update,240,VO_000241,SoundManager.PlaySE,1126
Process.SubSequence.GenreSelectSequence,Update,240,VO_000241,SoundManager.PlaySE,1244
Process.SubSequence.GenreSelectSequence,Update,240,VO_000241,SoundManager.PlaySE,2040
Process.SubSequence.GenreSelectSequence,ScrollUpdate,142,VO_000143,SoundManager.PlaySE,113
Process.SubSequence.MenuSelectSequence,OnStartSequence,0,VO_000001,IMusicSelectProcessProcessing.set_TrialPlayIndex,24
Process.SubSequence.MenuSelectSequence,OnStartSequence,8,VO_000009,SoundManager.PlayPartnerVoice,175
Process.SubSequence.MenuSelectSequence,OnStartSequence,0,VO_000001,KaleidxScopeMessageInfoController.PlayAnimation,612
Process.SubSequence.MenuSelectSequence,Update,240,VO_000241,SoundManager.PlaySE,805
Process.SubSequence.MenuSelectSequence,Update,240,VO_000241,SoundManager.PlaySE,1078
Process.SubSequence.MenuSelectSequence,Update,240,VO_000241,SoundManager.PlaySE,1263
Process.SubSequence.MenuSelectSequence,Update,2,VO_000003,SoundManager.PlaySE,1384
Process.SubSequence.MenuSelectSequence,Update,144,VO_000145,SoundManager.PlaySE,1384
Process.SubSequence.MenuSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,1580
Process.SubSequence.MenuSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,1941
Process.SubSequence.MenuSelectSequence,Update,2,VO_000003,IMusicSelectProcessProcessing.get_TrialPlayIndex,2323
Process.SubSequence.MenuSelectSequence,Update,1,VO_000002,IMusicSelectProcessProcessing.set_TrialPlayIndex,2334
Process.SubSequence.MenuSelectSequence,Update,0,VO_000001,IMusicSelectProcessProcessing.get_TrialPlayIndex,2391
Process.SubSequence.MenuSelectSequence,Update,1,VO_000002,IMusicSelectProcessProcessing.get_TrialPlayIndex,2391
Process.SubSequence.MenuSelectSequence,Update,1,VO_000002,IMusicSelectProcessProcessing.set_TrialPlayIndex,2402
Process.SubSequence.MenuSelectSequence,Update,0,VO_000001,IMusicSelectProcessProcessing.get_TrialPlayIndex,2447
Process.SubSequence.MenuSelectSequence,Update,2,VO_000003,IMusicSelectProcessProcessing.get_TrialPlayIndex,2464
Process.SubSequence.MenuSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,2534
Process.SubSequence.MenuSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,2812
Process.SubSequence.MenuSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,3054
Process.SubSequence.MenuSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,3261
Process.SubSequence.MenuSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,3458
Process.SubSequence.MenuSelectSequence,VoiceCheck,8,VO_000009,SoundManager.PlayPartnerVoice,61
Process.SubSequence.MenuSelectSequence,KaleidxScopeUICheck,0,VO_000001,KaleidxScopeMessageInfoController.PlayAnimation,49
Process.SubSequence.MenuSelectSequence,CheckLongMusicCaution,0,VO_000001,LongMusicCautionController.PlayAnimation,121
Process.SubSequence.MusicSelectSequence,OnStartSequence,41,VO_000042,SoundManager.PlayPartnerVoice,85
Process.SubSequence.MusicSelectSequence,Update,240,VO_000241,SoundManager.PlaySE,440
Process.SubSequence.MusicSelectSequence,Update,144,VO_000145,SoundManager.PlaySE,688
Process.SubSequence.MusicSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,1046
Process.SubSequence.MusicSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,1382
Process.SubSequence.MusicSelectSequence,Update,240,VO_000241,SoundManager.PlaySE,1916
Process.SubSequence.MusicSelectSequence,Update,141,VO_000142,SoundManager.PlaySE,2510
Process.SubSequence.MusicSelectSequence,ScrollUpdate,142,VO_000143,SoundManager.PlaySE,353
Process.SubSequence.MusicSelectSequence,AddDifficulty,1,VO_000002,SoundManager.PlaySE,230
Process.SubSequence.MusicSelectSequence,SubDifficulty,1,VO_000002,SoundManager.PlaySE,202
Process.SubSequence.MusicSelectSequence,ScoreKindChange,269,VO_000187,SoundManager.PlayVoice,37
Process.SubSequence.MusicSelectSequence,ScoreKindChange,270,VO_000188,SoundManager.PlayVoice,81
Process.SubSequence.MusicSelectSequence,ScoreKindChange,141,VO_000142,SoundManager.PlaySE,98
Process.SubSequence.MusicSelectSequence,ScoreKindMove,141,VO_000142,SoundManager.PlaySE,46
Process.SubSequence.MusicSelectSequence,IsNextEnable,0,VO_000001,IMusicSelectProcessProcessing.CanPlayMusic,94
Process.SubSequence.MusicSelectSequence,CheckLongMusicCaution,0,VO_000001,LongMusicCautionController.PlayAnimation,116
Process.SubSequence.OptionSelectSequence,OnStartSequence,254,VO_000112,SoundManager.PlayVoice,112
Process.SubSequence.OptionSelectSequence,Update,240,VO_000241,SoundManager.PlaySE,254
Process.SubSequence.OptionSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,882
Process.SubSequence.OptionSelectSequence,Update,142,VO_000143,SoundManager.PlaySE,1102
Process.SubSequence.OptionSelectSequence,SoundPreview,6,VO_000007,SoundManager.PlaySE,50
Process.SubSequence.OptionSelectSequence,SoundPreview,8,VO_000009,SoundManager.PlaySE,76
Process.SubSequence.OptionSelectSequence,SoundPreview,142,VO_000143,SoundManager.PlaySE,521
Process.SubSequence.OptionSelectSequence,SoundPreview,142,VO_000143,SoundManager.PlaySE,539
Process.SubSequence.SortSettingSequence,OnStartSequence,1,VO_000002,SoundManager.PlayPartnerVoice,236
Process.SubSequence.SortSettingSequence,OnStartSequence,44,VO_000045,SoundManager.PlayPartnerVoice,236
Process.SubSequence.SortSettingSequence,Update,240,VO_000241,SoundManager.PlaySE,274
Process.SubSequence.SortSettingSequence,Update,142,VO_000143,SoundManager.PlaySE,493
Process.SubSequence.SortSettingSequence,Update,73,VO_000190,SoundManager.PlayPartnerVoice,568
Process.SubSequence.SortSettingSequence,Update,77,VO_000194,SoundManager.PlayPartnerVoice,583
Process.SubSequence.SortSettingSequence,Update,74,VO_000075,SoundManager.PlayPartnerVoice,598
Process.SubSequence.SortSettingSequence,Update,75,VO_000076,SoundManager.PlayPartnerVoice,613
Process.SubSequence.SortSettingSequence,Update,76,VO_000077,SoundManager.PlayPartnerVoice,628
Process.SubSequence.SortSettingSequence,Update,76,VO_000077,SoundManager.PlayPartnerVoice,643
Process.SubSequence.SortSettingSequence,Update,78,VO_000195,SoundManager.PlayPartnerVoice,710
Process.SubSequence.SortSettingSequence,Update,80,VO_000197,SoundManager.PlayPartnerVoice,746
Process.SubSequence.SortSettingSequence,Update,0,VO_000001,SoundManager.PlayPartnerVoice,758
Process.SubSequence.SortSettingSequence,Update,81,VO_000198,SoundManager.PlayPartnerVoice,758
Process.SubSequence.SortSettingSequence,Update,82,VO_000199,SoundManager.PlayPartnerVoice,770
Process.SubSequence.SortSettingSequence,Update,142,VO_000143,SoundManager.PlaySE,992
Process.SubSequence.SortSettingSequence,Update,73,VO_000190,SoundManager.PlayPartnerVoice,1067
Process.SubSequence.SortSettingSequence,Update,77,VO_000194,SoundManager.PlayPartnerVoice,1082
Process.SubSequence.SortSettingSequence,Update,74,VO_000075,SoundManager.PlayPartnerVoice,1097
Process.SubSequence.SortSettingSequence,Update,75,VO_000076,SoundManager.PlayPartnerVoice,1112
Process.SubSequence.SortSettingSequence,Update,76,VO_000077,SoundManager.PlayPartnerVoice,1127
Process.SubSequence.SortSettingSequence,Update,76,VO_000077,SoundManager.PlayPartnerVoice,1142
Process.SubSequence.SortSettingSequence,Update,78,VO_000195,SoundManager.PlayPartnerVoice,1209
Process.SubSequence.SortSettingSequence,Update,80,VO_000197,SoundManager.PlayPartnerVoice,1245
Process.SubSequence.SortSettingSequence,Update,0,VO_000001,SoundManager.PlayPartnerVoice,1257
Process.SubSequence.SortSettingSequence,Update,81,VO_000198,SoundManager.PlayPartnerVoice,1257
Process.SubSequence.SortSettingSequence,Update,82,VO_000199,SoundManager.PlayPartnerVoice,1269
Process.SubSequence.SortSettingSequence,Update,142,VO_000143,SoundManager.PlaySE,1436
Process.SubSequence.SortSettingSequence,Update,142,VO_000143,SoundManager.PlaySE,1676
Process.SubSequence.UtageDifficultySelectSequence,Update,144,VO_000145,SoundManager.PlaySE,216
Process.SubSequence.UtageDifficultySelectSequence,Update,240,VO_000241,SoundManager.PlaySE,721
Process.SubSequence.UtageDifficultySelectSequence,CheckLongMusicCaution,0,VO_000001,LongMusicCautionController.PlayAnimation,116
Process.MovieTrackStart.MovieTrackStartProcess,OnStart,1,VO_000002,MovieController.CreateMoviePlayer,291
Process.MovieTrackStart.MovieTrackStartProcess,OnUpdate,0,VO_000001,MovieController.Play,194
Process.MovieTrackStart.MovieTrackStartProcess,OnUpdate,2,VO_000003,MovieController.Play,194
Process.ModeSelect.ModeSelectProcess,UpdateInput,0,VO_000001,ModeSelectMonitor.PlayButtonAnim,352
Process.ModeSelect.ModeSelectProcess,UpdateInput,0,VO_000001,ModeSelectMonitor.PlayButtonAnim,477
Process.ModeSelect.ModeSelectProcess,UpdateInput,0,VO_000001,Accounting.BeginPlay,1401
Process.ModeSelect.ModeSelectProcess,UpdateInput,0,VO_000001,Accounting.BeginPlay,1470
Process.ModeSelect.ModeSelectProcess,UpdateInput,4,VO_000005,Accounting.BeginPlay,1609
Process.ModeSelect.ModeSelectProcess,UpdateInput,2,VO_000003,ModeSelectMonitor.PlayButtonAnim,1964
Process.ModeSelect.ModeSelectProcess,UpdateInput,0,VO_000001,Animator.Play,4738
Process.ModeSelect.ModeSelectProcess,UpdateInput,0,VO_000001,Animator.Play,4772
Process.FriendSeasonRanking.FriendSeasonRankingProcess,OnStart,2,VO_000003,GamePlayManager.GetGameScore,789
Process.FriendSeasonRanking.FriendSeasonRankingProcess,OnStart,3,VO_000004,FriendSeasonRankingProcess.GetPlayPoint,974
Process.FriendSeasonRanking.FriendSeasonRankingProcess,OnUpdate,8,VO_000009,SoundManager.PlayBGM,66
Process.FriendSeasonRanking.FriendSeasonRankingProcess,OnUpdate,2,VO_000003,SoundManager.PlayBGM,66
Process.Entry.TryEntry,DecideEntry,64,VO_000065,SoundManager.PlayVoice,131
Process.Entry.State.ConfirmAccessCode,<Exec>b__6_2,0,VO_000001,StateEntry.PlaySE,4
Process.Entry.State.ConfirmEntry,Exec,5,VO_000006,StateEntry.PlayVoice,1205
Process.Entry.State.ConfirmEntry,Exec,0,VO_000001,StateEntry.PlayVoice,1205
Process.Entry.State.ConfirmEntry,<Exec>b__9_1,0,VO_000001,StateEntry.PlaySE,128
Process.Entry.State.ConfirmEntry,<Exec>b__9_2,0,VO_000001,StateEntry.PlaySE,4
Process.Entry.State.ConfirmEntry,<Exec>b__9_3,0,VO_000001,StateEntry.PlaySE,4
Process.Entry.State.ConfirmFreedom,Init,171,VO_000172,StateEntry.PlayVoice,46
Process.Entry.State.ConfirmFreedom,Init,1,VO_000002,StateEntry.PlayVoice,46
Process.Entry.State.ConfirmFreedomOne,Init,171,VO_000172,StateEntry.PlayVoice,38
Process.Entry.State.ConfirmFreedomOne,Init,1,VO_000002,StateEntry.PlayVoice,38
Process.Entry.State.ConfirmNewUser,Exec,0,VO_000001,StateEntry.IsLinkConfirmPlayButton,336
Process.Entry.State.ConfirmNewUser,Exec,1,VO_000002,StateEntry.IsLinkConfirmPlayButton,522
Process.Entry.State.ConfirmPlay,<Exec>b__24_1,1,VO_000002,ConfirmPlay.IsMajorVersionUp,95
Process.Entry.State.ConfirmPlay,<Exec>b__24_1,0,VO_000001,ConfirmPlay.SetSelectSkinParam,108
Process.CourseSelect.CourseSelectProcess,OnUpdate,1,VO_000002,SoundManager.PlayBGM,198
Process.CourseSelect.CourseSelectProcess,OnUpdate,63,VO_000117,SoundManager.PlayBGM,198
Process.CourseSelect.CourseSelectProcess,OnUpdate,2,VO_000003,SoundManager.PlayBGM,198
Process.CourseResult.CourseResultProcess,OnUpdate,63,VO_000117,SoundManager.PlayBGM,39
Process.CourseResult.CourseResultProcess,OnUpdate,2,VO_000003,SoundManager.PlayBGM,39
Process.CodeRead.CodeReadProcess,OnStart,2,VO_000003,CodeReadMonitor.SetCardReadPlayer,1134
Process.CodeRead.CodeReadProcess,StartLogic,19,VO_000020,SoundManager.PlayVoice,41
Process.CodeRead.CodeReadProcess,StartLogic,1,VO_000002,CodeReadMonitor.FirstCardReadPlayIn,72
Process.CodeRead.CodeReadProcess,StartLogic,1,VO_000002,CodeReadMonitor.FirstCardReadPlayIn,72
Process.CodeRead.CodeReadProcess,StartLogic,19,VO_000020,SoundManager.PlayVoice,120
Process.CodeRead.CodeReadProcess,StartLogic,1,VO_000002,CodeReadMonitor.CardSelectPlayIn,151
Process.CodeRead.CodeReadProcess,StartLogic,1,VO_000002,CodeReadMonitor.CardSelectPlayIn,151
Process.CodeRead.CodeReadProcess,FirstInformationReadMessageComplete,4,VO_000005,SoundManager.PlayVoice,12
Process.CodeRead.CodeReadProcess,FirstInformationReadMessageComplete,21,VO_000022,SoundManager.PlayVoice,12
Process.CodeRead.CodeReadProcess,LogicUpdate,227,VO_000228,SoundManager.PlayVoice,460
Process.CodeRead.CodeReadProcess,LogicUpdate,227,VO_000228,SoundManager.PlayVoice,575
Process.CodeRead.CodeReadProcess,LogicUpdate,21,VO_000022,SoundManager.PlayVoice,648
Process.CodeRead.CodeReadProcess,LogicUpdate,0,VO_000001,CodeReadMonitor.ReadMessageWindowPlayIn,887
Process.CodeRead.CodeReadProcess,LogicUpdate,0,VO_000001,CodeReadMonitor.ReadMessageWindowPlayIn,887
Process.CodeRead.CodeReadProcess,LogicUpdate,182,VO_000183,SoundManager.PlaySE,933
Process.CodeRead.CodeReadProcess,LogicUpdate,2,VO_000003,CodeReadMonitor.FirstCardReadPlayOut,958
Process.CodeRead.CodeReadProcess,LogicUpdate,2,VO_000003,CodeReadMonitor.CardSelectPlayOut,984
Process.CodeRead.CodeReadProcess,LogicUpdate,3,VO_000004,CodeReadMonitor.CardSelectPlayOut,984
Process.CodeRead.CodeReadProcess,UpdateInput,240,VO_000241,SoundManager.PlaySE,82
Process.CodeRead.CodeReadProcess,UpdateInput,240,VO_000241,SoundManager.PlaySE,209
Process.CodeRead.CodeReadProcess,UpdateInput,21,VO_000022,SoundManager.PlayVoice,350
Process.CodeRead.CodeReadProcess,UpdateInput,240,VO_000241,SoundManager.PlaySE,362
Process.CodeRead.CodeReadProcess,UpdateInput,240,VO_000241,SoundManager.PlaySE,405
Process.CodeRead.CodeReadProcess,UpdateInput,142,VO_000143,SoundManager.PlaySE,517
Process.CodeRead.CodeReadProcess,UpdateInput,142,VO_000143,SoundManager.PlaySE,866
Process.CodeRead.CodeReadProcess,UpdateInput,52,VO_000053,SoundManager.PlaySE,1417
Process.CodeRead.CodeReadProcess,UpdateInput,3,VO_000004,CodeReadMonitor.PlayGetMusic,1447
Process.CodeRead.CodeReadProcess,UpdateInput,52,VO_000053,SoundManager.PlaySE,1644
Process.CodeRead.CodeReadProcess,UpdateInput,3,VO_000004,CodeReadMonitor.PlayGetCharacter,1674
Process.CodeRead.CodeReadProcess,UpdateInput,1,VO_000002,CodeReadMonitor.CardSelectPlayIn,1767
Process.CodeRead.CodeReadProcess,UpdateInput,1,VO_000002,SoundManager.PlayVoice,1819
Process.CodeRead.CodeReadProcess,UpdateInput,21,VO_000022,SoundManager.PlayVoice,1819
Process.CodeRead.CodeReadProcess,UpdateInput,3,VO_000004,SoundManager.PlaySE,1840
Process.CodeRead.CodeReadProcess,UpdateInput,240,VO_000241,SoundManager.PlaySE,1840
Process.CodeRead.CodeReadProcess,UpdateInput,6,VO_000007,CodeReadMonitor.FirstCardReadPlayIn,1951
Process.CodeRead.CodeReadProcess,UpdateInput,0,VO_000001,CodeReadMonitor.FirstCardReadPlayIn,1951
Process.CodeRead.CodeReadProcess,UpdateInput,2,VO_000003,CodeReadMonitor.FirstCardReadPlayIn,1951
Process.CodeRead.CodeReadProcess,UpdateInput,0,VO_000001,CodeReadMonitor.FirstCardReadPlayIn,1951
Process.CodeRead.CodeReadProcess,UpdateInput,0,VO_000001,CodeReadMonitor.CardSelectPlayIn,2047
Process.CodeRead.CodeReadProcess,UpdateInput,3,VO_000004,CodeReadMonitor.CardSelectPlayIn,2047
Process.CodeRead.CodeReadProcess,UpdateInput,0,VO_000001,CodeReadMonitor.FirstCardReadPlayIn,2063
Process.CodeRead.CodeReadProcess,GetWindowCallback,2,VO_000003,CodeReadMonitor.FirstCardReadPlayIn,20
Process.CodeRead.CodeReadProcess,GetWindowCallback,0,VO_000001,CodeReadMonitor.FirstCardReadPlayIn,20
Process.CodeRead.CodeReadProcess,GetWindowCallback,0,VO_000001,CodeReadMonitor.CardSelectPlayIn,60
Process.CodeRead.CodeReadProcess,GetWindowCallback,1,VO_000002,CodeReadMonitor.CardSelectPlayIn,60
Process.CardMakerInfo.CardMakerInfoProcess,OnStart,1,VO_000002,GameManager.get_IsPlayedTrial,125
Process.CardMakerInfo.CardMakerInfoProcess,OnUpdate,0,VO_000001,SoundManager.StopVoice,524
Process.AdvertiseCommercial.AdvertiseCommercialProcess,OnStart,1,VO_000002,MovieController.CreateMoviePlayer,446
Process.AdvertiseCommercial.AdvertiseCommercialProcess,OnUpdate,0,VO_000001,MovieController.Play,241
Process.AdvertiseCommercial.AdvertiseCommercialProcess,OnUpdate,2,VO_000003,MovieController.Play,241
Net.VO.Mai2.VOExtensions,Create,0,VO_000001,GamePlayManager.GetGameScore,201
Net.VO.Mai2.VOExtensions,Create,1,VO_000002,GamePlayManager.GetGameScore,216
Net.VO.Mai2.VOExtensions,Create,0,VO_000001,GamePlayManager.GetAchivement,340
Net.VO.Mai2.VOExtensions,Create,0,VO_000001,GamePlayManager.GetDeluxeScore,360
Net.VO.Mai2.VOExtensions,Create,0,VO_000001,GamePlayManager.GetAchivement,392
Net.VO.Mai2.VOExtensions,Create,1,VO_000002,GamePlayManager.GetAchivement,416
Net.VO.Mai2.VOExtensions,Create,0,VO_000001,GamePlayManager.GetDeluxeScore,440
Net.VO.Mai2.VOExtensions,Create,1,VO_000002,GamePlayManager.GetDeluxeScore,464
Net.VO.Mai2.VOExtensions,Create,0,VO_000001,GamePlayManager.GetAchivement,509
Net.VO.Mai2.VOExtensions,Create,1,VO_000002,GamePlayManager.GetAchivement,533
Net.VO.Mai2.VOExtensions,Create,0,VO_000001,GamePlayManager.GetDeluxeScore,557
Net.VO.Mai2.VOExtensions,Create,1,VO_000002,GamePlayManager.GetDeluxeScore,581
Net.VO.Mai2.VOExtensions,ExportUserAll,1,VO_000002,VOExtensions.ExportUserGamePlaylog,920
Net.VO.Mai2.VOExtensions,ExportUserAll,0,VO_000001,VOExtensions.ExportUserGamePlaylog,920
Net.Packet.Mai2.PacketGetUserNewItem,Convert,0,VO_000001,VOExtensions.ExportUserPlaylog,14
Net.Packet.Mai2.PacketGetUserNewItemList,Convert,0,VO_000001,VOExtensions.ExportUserPlaylog,14
Timeline.ParticleControleObject,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,2
Timeline.ParticleControleObject,CreatePlayable,0,VO_000001,ParticleControlPlayable.Initialize,80
Timeline.AnimationTriggerAsset,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,2
Timeline.TimeControlAsset,CreatePlayable,0,VO_000001,ScriptPlayable`1.Create,2
Timeline.TimeControlPlayableBehaviour,OnBehaviourPause,0,VO_000001,PlayableExtensions.GetTime,43
Timeline.TimeControlPlayableBehaviour,PrepareFrame,1,VO_000002,TimeControlBaseObject.OnClipPlay,36
